review_score,review_comment_message,review_creation_date,label,processed_review_comment
5,está em processo de devolução a impressora não aceitou o cartucho ,2018-07-11 00:00:00,1,processo devolução impressora não aceitar cartucho
5,Sim,2018-08-01 00:00:00,1,sim
1,"O tempo previsto para a entrega do produto dava para colocá-lo num lombo de burro e chegaria no prazo. Mesmo assim não cumpriram o prometido. Ridículo, sem desculpas. Péssimo serviço. Melhorem!!!!!!!!",2018-03-28 00:00:00,0,"tempo prever entregar produto dar colocá-lo lombar burro chegar prazo . assim não cumprir prometer . ridículo , desculpa . péssimo serviço . melhorem ! ! ! ! ! ! ! !"
1,"Pedi e paguei por dois cartuchos, recebi apenas um e não consigo entrar em contato com alguém que me informe como proceder nesse caso.",2018-03-09 00:00:00,0,"pedir paguei dois cartucho , recebir apenas não consigir entrar contato alguém informe proceder em esse caso ."
1,comprei a chave canivete onde diz no anuncio que é para alarme original e quando chegou a mesma era para alarme positron ou seja propaganda enganosa.,2017-12-27 00:00:00,0,comprar chave canivete onde dizer anuncio alarme original chegar mesmo alarme positron propaganda enganoso .
5,Agradeço a atenção com o pedido e agilidade na entrega,2017-06-28 00:00:00,1,agradeço atenção pedir agilidader entrega
1,"Foi embalado de forma nao padrao de original, a caixa é igual a original mas nao é.
Celo orográfico falso, nao mostra o nome da marca, caixa nao lacrada. Fui enganado.",2018-01-13 00:00:00,0,"embalar forma nao padrao original , caixa igual original nao ser . celo orográfico falso , nao mostrar nome marca , Caixa nao lacrar . enganar ."
1,Meu produto não foi entregue ,2018-06-09 00:00:00,0,produto não entregar
1,não fiquei satisfeito com o material do produto,2017-10-06 00:00:00,0,não fiquei satisfeito material produto
5,"Entrega super rápida, muito antes do previsto.",2017-08-04 00:00:00,1,"entregar super rápido , antes prever ."
1,Produto totalmente diferente da foto do anúncio. Material de péssima qualidade. Aguardando contato da empresa para devolução. Até agora nada...,2018-01-25 00:00:00,0,produto totalmente diferente foto anúncio . material péssimo qualidade . aguardar contato empresa devolução . agora nada ...
5,Excelente entrega antes da data prevista conforme produto do catálogo.,2018-04-21 00:00:00,1,excelente entregar antes data prever conforme produto catálogo .
5,"Chegou antes do prazo previsto, ótima qualidade, atendeu as minhas expectativas.
Recomendo",2018-03-28 00:00:00,1,"chegar antes prazo prever , ótimo qualidade , atender expectativa . recomendar"
5,Site confiável e satisfação por sempre me atender no prazo até mesmo antes do prazo.,2018-05-17 00:00:00,1,site confiável satisfação sempre atender prazo antes prazo .
5,Tudo entregue antes da data... produto de extrema qualidade... absurdo de otimo,2017-04-13 00:00:00,1,tudo entregar antes data ... produto extremo qualidade ... absurdo otimo
5,"Gostei muito da manta, de material excelente bonito acabamento preço e prazo excelentes. Chegou certinho como combinado. Super recomendo!!",2018-01-24 00:00:00,1,"gostar manta , material excelente bonito acabamento preço prazo excelente . chegar certinho combinar . super recomendar ! !"
5,"Chegou bem rápido, bom tecido e acabamento",2018-07-27 00:00:00,1,"chegar bem rápido , bom tecido acabamento"
1,Comprei dois cartuchos de tinta e recebi um.,2018-04-12 00:00:00,0,comprar dois cartucho tinta recebir .
5,Recomendo,2017-12-14 00:00:00,1,recomer
1,O carrinho não foi entregue. ,2017-10-21 00:00:00,0,carrinho não entregar .
5,Recomendo a loja produto entregue rapido.,2017-05-11 00:00:00,1,recomendar Loja produto entregar rapir .
1,"infelizmente não fui feliz ao realizar essa compra, pois ate hoje a minha encomenda se encontra parada nas agencias dos Correios ",2018-06-09 00:00:00,0,"infelizmente não feliz realizar compra , pois ate hoje encomenda encontrar parar agencia correio"
1,"Já recebi todas as outras, menos a vermelha, aguardando resposta suas. ",2017-08-08 00:00:00,0,"recebir todo outro , menos vermelho , aguardar resposta ."
5,O produto é muito mais bonito que na foto,2017-09-14 00:00:00,1,produto bonito foto
1,"Olha comprei 3 produtos de cabelo 
E so chegou 2. Interesante q paguei todos juntos
Deveria ser embalados e enviados juntos .
Pq me fizerao isso. Sempre compro com vcs.
Onde esta minha outra comp",2017-11-29 00:00:00,0,olhar comprar 3 produto cabelo so chegar 2 . interesante q paguei todo junto dever embalar enviado junto . pq Fizerao . sempre compro vcs . onde outro comp
5,Produto em Perfeito estado. Qualidade dentro do padrão.,2017-06-01 00:00:00,1,produto perfeito estar . qualidade dentro padrão .
1,"ATE MOMENTO NÃO RECEBI O PRODUTO
AGUARDO RETORNO FORNECEDOR.",2017-03-16 00:00:00,0,ate momento não recebir produto aguardo retorno fornecedor .
5,"Um ótimo serviço, o produto chegou bem antes da data prevista. E o produto em ótimas condições bem embalado e obrigado pelo brinde. ",2017-08-26 00:00:00,1,"bom serviço , produto chegar bem antes data prever . produto ótimas condição bem embalar obrigar brinde ."
5,"Parabéns
",2018-06-05 00:00:00,1,parabéns
5,"Pessoal muito atencioso e gentil, ótimo preço, tudo de bom, recomendo ",2018-05-09 00:00:00,1,"pessoal atencioso gentil , bom preço , tudo bom , recomer"
5,Fiquei muito feliz pela compra / atendimento e a entrega q foi bem antes do previsto tanto q no mesmo dia incentivei minha mãe tbm comprar com vcs. Estão de parabéns ! Ganharam fiéis clientes ! ,2018-06-15 00:00:00,1,fiquei feliz compra / atendimento entregar q bem antes prever tanto q dia incentivei mãe tbm comprar vcs . parabéns ! ganhar fiel cliente !
5,"Ótimo 
",2018-05-23 00:00:00,1,bom
5,Entregue antes do prazo,2018-05-31 00:00:00,1,entregar antes prazo
1,Comprei uma coisa e me entregaram outra e não consigo fazer a troca e não consigo falar com a central !,2018-05-17 00:00:00,0,compr coisa entregar outro não consigir fazer troca não consigir falar central !
5,"Não tenho o que reclamar, foi minha primeira compra na loja online da lannister e foi muito, muito tranquilo, acompanhei tudo pelo APP (que por sinal super indico.) Ótimo serviço. ",2018-05-11 00:00:00,1,"não reclamar , primeiro compra loja onliner lannister , tranquilo , acompanhar tudo app ( sinal super indico . ) bom serviço ."
5,farei novas compras,2018-05-05 00:00:00,1,farei novo compra
1,DESTA VEZ NAO RECEBI O PRODUTO COMPRADO,2018-08-02 00:00:00,0,de $2e vez nao recebir produto comprar
1,"targaryen não entrega no prazo, total descaso com o cliente!",2018-06-08 00:00:00,0,"targaryen não entregar prazo , total descaso cliente !"
5,"A lannister.com está na minha lista mais TOP! Quase tudo que tenho comprei por ela sem problemas!! Recomendo a todos, pois durante estes mais de 10 anos nunca tive problemas.",2017-12-21 00:00:00,1,"lannister.com lista top ! quase tudo compr problema ! ! recomendar todo , pois durante 10 ano nunca problema ."
5,É um teclado prático e todo iluminado. Excelente para jogos.,2017-12-30 00:00:00,1,teclado prático todo iluminado . excelente jogo .
5,O produto foi entregue pontualmente.,2018-08-30 00:00:00,1,produto entregar pontualmente .
5,"Conforme combinado, produto de qualidade.",2018-08-08 00:00:00,1,"conforme combinar , produto qualidade ."
5,"entrega no prazo ou antes e produto correto e sem avarias, muito bom,parabéns à toda à equipe.",2017-10-20 00:00:00,1,"entregar prazo antes produto correto avaria , bom , parabéns todo equipe ."
5,Ótimo produto em ótimo preço,2018-02-27 00:00:00,1,bom produto ótimo preço
1,Faltou o produto coberdron de solteiro.,2018-08-11 00:00:00,0,faltar produto coberdron solteiro .
5,Chegou antes do tempo,2017-11-17 00:00:00,1,chegar antes tempo
5,ótimo ,2017-09-12 00:00:00,1,bom
1,"Não recomendo, uma total má prestação do serviço, desrespeito Código de Defesa do Consumidor.",2017-04-30 00:00:00,0,"não recomendar , total má prestação serviço , desrespeito código defesa consumidor ."
5,Adorei os produtos. Teve coisas entregues até antes da data prevista.,2018-08-03 00:00:00,1,adorar produto . coisa entregar antes data prever .
5,Pode comprar veio tudo certo ,2018-02-01 00:00:00,1,poder comprar vir tudo certo
5,Recebi o produto corretamente e dentro do prazo definido.,2018-05-16 00:00:00,1,recebir produto corretamente dentro prazo definido .
1,"só entregaram até agora 1 produto( unidade) , Falta entregar o outro produto que Comprei.
Foram 2 unidades.
E até agora não chegou o outro filtro.
Estou preocupado.",2018-07-07 00:00:00,0,"entregar agora 1 produto ( unidade ) , faltar entregar outro produto compr . 2 unidade . agora não chegar outro filtro . preocupado ."
1,"nao recebi a entrega completa , so me entregaram a base faltou o carrinho e o bebe conforto ",2018-05-04 00:00:00,0,"nao recebir Entrega completo , so entregar base faltar carrinho beber conforto"
5,"Bom dia lojas lannister gostei dos produtos entrga no prazo mercadoria excelente eu recomento obrigado pela atenção ,Marlinda F dos santos.",2018-02-10 00:00:00,1,"bom dia loja Lannister gostar produto entrga prazo mercadoria excelente recomento obrigar atenção , marlinda f santo ."
1,Só chegou o acoplamento dos carro. O carrinho e bebe conforto não veio.,2018-05-03 00:00:00,0,chegar acoplamento carro . carrinho beber conforto não vir .
1,não recebi meu pedido completo por gentileza alguem tome as providencias,2018-05-01 00:00:00,0,não recebir pedir completo gentileza alguer tome providencia
1,Chegou somente parte dos produtos!!!,2018-04-07 00:00:00,0,chegar somente parte produto ! ! !
1,Fiz a compra do carrinho de bebê do meu filho antecipadamente pensando que chegaria em tempo hábil e me encontro numa situação em que não consigo devolver meu dinheiro e não consigo receber o produto ,2018-05-18 00:00:00,0,fiz compra carrinho bebê filho antecipadamente pensar chegar tempo hábil encontro situação não consigir devolver dinheiro não consigir receber produto
1,Boa noite. venho por deste comunicar que recebi apenas o bebe conforto. No ato da entrega faltou o carrinho. Preciso que resolvam o mais rapido possivel. att Alssandro. No aguardo.,2018-03-14 00:00:00,0,bom noite . venho de este comunicar recebir apenas beber conforto . ato entregar faltar carrinho . preciso resolr rapir possivel . att alssandro . aguardo .
1,Até o presente momento foi recebido apenas a base do bebê conforto.,2018-03-06 00:00:00,0,presente momento receber apenas base bebê conforto .
1,"Comprei um kit, carrinho, bebê conforto e base para o bebê conforto, só foram entregue o bebê conforto e a base, no status do meu pedido está como si a mercadoria, ""kit, tivesse sido entregue.",2018-01-11 00:00:00,0,"compr kit , carrinho , bebê conforto base bebê conforto , entregar bebê conforto base , status pedir se mercadorio , ` ` kit , ser entregar ."
1,"Preciso até o dia 20 de fecereiro da compra, pois meu fulho vai nascer e a data era dia 9 da entrega",2018-02-11 00:00:00,0,"preciso dia 20 fecereiro compra , pois fulho ir nascer data dia 9 entrega"
1,não recebi o produto que comprei e paguei,2018-04-22 00:00:00,0,não recebir produto compr paguei
1,"Comprei o kit do carrinho com bebê conforto e a base e faltou o carrinho, quero uma resposta com urgência.",2018-03-29 00:00:00,0,"compr kit carrinho bebê conforto base faltar carrinho , querer resposta urgência ."
1,"Produto chegou, porém veio incompleto, sem o bebê conforto.
Aguardo resolução.",2018-04-08 00:00:00,0,"produto chegar , porém vir incompleto , bebê conforto . aguardo resolução ."
5,"O prazo de entrega foi super rápido, mais tive problemas com a portaria para receber. Como posso solicitar nova entregar ..",2018-04-12 00:00:00,1,"prazo entregar super rápido , problema portaria receber . poder solicitar nova entregar .."
1,Chegou só a base do bebe conforto ,2018-03-24 00:00:00,0,chegar base beber conforto
1,"não receci todas as peças compradas, somente metade das peças compradas",2017-03-22 00:00:00,0,"não receci todo peça comprada , somente metade peça comprar"
5,"muito bom
",2017-09-07 00:00:00,1,bom
5,Primeira vez que compro na lannister.com e ocorreu tudo bem. Fiquei satisfeita com a pontualidade da entrega.,2017-05-17 00:00:00,1,primeira vez compro lannister.com ocorrer tudo bem . fiquei satisfazer pontualidade entrego .
1,"Recebi um produto que não tinha nada haver com o que eu escolhi, totalmente diferente, estava contando com o jogo de tapetes para enfeitar minha casa, para receber toda família no Natal.",2017-12-19 00:00:00,0,"recebir produto não nada escolher , totalmente diferente , contar jogo tapete enfeitar casa , receber todo família natal ."
5,Muito bom,2017-05-21 00:00:00,1,bom
1,"A loja foi irresponsável, pois não emitiu a nota fiscal e nem avisou se tinha o produto ou quanto tempo iria ter, ficou apenas dizendo que estava aguardando a emissão da nota fiscal, isso levou um mês",2018-03-10 00:00:00,0,"loja irresponsável , pois não emitir nota fiscal avisar produto quanto tempo ir ter , ficar apenas dizer aguardar emissão nota fiscal , levar mês"
5,Produto conforme anúncio,2017-10-24 00:00:00,1,produto conforme anúncio
5,Adorei o relogio entregue bem antes do prazo previsto...,2018-01-09 00:00:00,1,adorar relogio entregar bem antes prazo prever ...
1,Produto com defeito e sem retorno de targaryen.,2017-10-29 00:00:00,0,produto defeito retorno targaryen .
1,"não recomendo, não recebi o produto que comprei mandaram outro produto e ninguém resolve, um lixo de loja, não comprem, um desrespeito com o consumidor eu nunca mais vou comprar nesta loja.",2017-06-02 00:00:00,0,"não recomendar , não recebir produto compr mandar outro produto ninguém resolver , lixo loja , não compr , desrespeito consumidor nunca ir comprar em este loja ."
1,NO SITE MOSTRA UM PRODUTO E ENTRAGA OUTRO E NÃO ACEITA QUE ESTÁ ERRADO. NUNCA MAIS COMPRO DAS lannister,2017-06-08 00:00:00,0,site mostrar produto Entraga outro não aceitar errar . nunca compro lannister
5,Produto excelente.preço otino e chegou 10 dias antes do previsto. ,2018-06-22 00:00:00,1,produto excelente.preço otino chegar 10 dia antes prever .
5,Muito bom. Produto chegou rápido. Recomendo. ,2017-07-15 00:00:00,1,bom . produto chegar rápido . recomendar .
5,"Foi a primeira vez que adquiri um produto da baratheon e estou muito feliz pela mercadoria ter chego com RAPIDEZ, pois, como moro na região norte (RR) temos muita dificuldade quanto ao prazo de entrega",2018-08-01 00:00:00,1,"primeira vez adquirir produto baratheon feliz mercadoria ter chegar rapidez , pois , Moro região norte ( rr ) muito dificuldade quanto prazo entregar"
1,Comprei as luminárias e não foi entregue,2018-06-21 00:00:00,0,comprar luminária não entregar
5,Serviço excelente qualidade entrega capricho atenção cuidado vou continuar comprando com a empresa parabéns por cativar os clientes vou recomendar amei ,2018-08-30 00:00:00,1,serviço excelente qualidade entregar capricho atenção cuidado ir continuar comprar empresa parabéns cativar cliente ir recomendar amei
5,Recomendo a loja ,2017-05-24 00:00:00,1,recomendar loja
5,Sempre fui bem atendido nas compras pela Internet das lojas lannister,2018-03-08 00:00:00,1,sempre bem atendir compra Internet loja lannister
5,FUNCIONA BEM TE SOMENTE UMA ESCOVA,2018-08-15 00:00:00,1,funcionar bem somente escovar
1,Não recebi a mercadoria...ESTÁ MUITO ATRASADA A ENTREGA...,2018-02-23 00:00:00,0,não recebir mercadoria ... atrasar entrega ...
1,"Ainda não recebi
",2018-01-14 00:00:00,0,ainda não recebir
5,Recomendo a loja . ,2017-12-22 00:00:00,1,recomendar lojo .
5,"O produto foi entregue no dia seguinte da compra, ANTES DA DATA PREVISTA. Gostei !!",2017-11-19 00:00:00,1,"produto entregar dia seguinte compra , antes data prever . gostar ! !"
5,"excelente produto, recomendo.",2018-05-17 00:00:00,1,"excelente produto , recomer ."
5,Recomendo.,2018-06-27 00:00:00,1,recomendar .
5,chegou antes da data prevista.,2018-07-26 00:00:00,1,chegar antes data prever .
5,eu recomendo essa loja por ter pessoas de altismo comprometimento com os cliente e com produto de qualidade.,2017-11-25 00:00:00,1,recomendar lojar ter pessoa altismo comprometimento cliente produto qualidade .
1,Não recebi o produto.,2018-01-24 00:00:00,0,não recebir produto .
5,Ok,2017-09-29 00:00:00,1,ok
1,"O esterilizador é ótimo, porém é indicado para as mamadeiras da mesma marca, pois de outras, as mesmas não ficam na posição correta e isso não está explicando, senão não teria comprado. ",2017-05-19 00:00:00,0,"esterilizador ótimo , porém indicar mamadeira mesmo marca , pois outro , mesmo não ficar posição correto não explicar , senão não comprar ."
5,o produto é de alta qualidade... adorei!!!!,2017-05-03 00:00:00,1,produto alto qualidade ... adorei ! ! ! !
1,Me entregaram uma mochila em vez do esterilizador !! ,2018-04-03 00:00:00,0,entregar mochila vez esterilizador ! !
5,Entrega antes do prazo previsto. Parabens,2018-06-30 00:00:00,1,entregar antes prazo prever . parabem
5,"Rápido , fácil e ágil ",2018-07-15 00:00:00,1,"rápido , fácil ágil"
5,"Muito bom entrega rápida
",2017-09-12 00:00:00,1,bom entrega rápido
5,"Parabéns, chegou antes do prazo é exatamente o que pedi. Recomendo",2018-03-21 00:00:00,1,"parabéns , chegar antes prazo exatamente pedir . recomendar"
5,Recebi antes dá data combinada.,2017-01-27 00:00:00,1,recebir antes dar data combinar .
5,"Tudo certo com o produto, fiquei muito satisfeita. ",2017-03-10 00:00:00,1,"tudo certo produto , fiquei satisfeever ."
5,"Rádio aparentemente bom, bem compacto, ainda não testei mas parece ser bom. Vem com carregador e acessórios.",2017-02-10 00:00:00,1,"rádio aparentemente bom , bem compacto , ainda não testar parecer bom . vir carregador acessório ."
5,Muito rápido a entrega! ,2017-09-27 00:00:00,1,rápido entregar !
5,Tapete muito bom... e da pra personalizar o tamanho cortando,2018-04-24 00:00:00,1,tapete bom ... pra personalizar tamanho cortar
5,Muito bom,2018-07-12 00:00:00,1,bom
5,"Chegou antes do previsto.. Gostei da eficiência.
",2018-08-29 00:00:00,1,chegar antes prever .. gostar eficiência .
5,Recebi o produto conforme anunciado.,2017-11-11 00:00:00,1,recebir produto conforme anunciar .
5,recomendo muito bom,2018-03-10 00:00:00,1,recomer bom
5,Muito bom o produto e rapida entrega super recomendo.,2018-03-15 00:00:00,1,bom produto rapir entrega super recomendar .
1,MEU PEDIDO NÃO CHEGOU!,2017-12-21 00:00:00,0,pedir não chegar !
5,Adorei o produto e a entrega foi rápida ,2018-05-24 00:00:00,1,Adorei produto entregar rápido
5,"Entrega feita antes do previsto, produto excelente qualidade",2017-11-23 00:00:00,1,"entregar fazer antes prever , produto excelente qualidade"
5,muito bom simples e pratico,2017-08-04 00:00:00,1,bom simples pratico
1,AIND ANÃO RECEBI O PRODUTO E PASSOU DA DATA DE ENTREGA,2017-10-06 00:00:00,0,aind anão recebir produto passar data entregar
1,"Demora excessiva para entregar a mercadoria, quase trinta dias",2018-01-10 00:00:00,0,"demor excessivo entregar mercadoria , quase trintar dia"
1,NAO GOSTEI POIS PAGUEI FRETE PRA CHEGAR EM CASA E TIVE QUE RETIRAR NOS CORREIOS.NAO SEI QUAL FOI O PROBLEMA POIS NIGUEM ME EXPLICA O MOTIVO FALTA DE RESPEITO TOTAL COM O CLIENTE.DEPOIS PEDE AVALIAÇAO,2018-03-04 00:00:00,0,nao gostar pois paguei frete pra chegar casa retirar correios.nao saber problema pois em iguem explicar motivo falta respeito total cliente.depois pedir avaliaçao
5,O produto chegou em perfeito estado. Eu amei e super recomendo pois também é uma fonte de renda extra. Chegou antes do prazo. Muito satisfeita.,2018-05-03 00:00:00,1,produto chegar perfeito estar . amei super recomendar pois fonte renda extra . chegar antes prazo . satisfeita .
5,Entrega antes do prazo. Produto ótimo.,2018-07-06 00:00:00,1,entregar antes prazo . produto ótimo .
5,"recebi o produto praticamente um mes antes do previsto!
Estou louca para usar e ver se da resultados.",2018-04-24 00:00:00,1,recebir produto praticamente mes antes prever ! louca usar ver resultado .
5,"ainda não tive tempo de avaliar o produto em si, uma vez que chegou ontem. Mas a loja é sempre minha primeira opção. ",2018-03-10 00:00:00,1,"ainda não tempo avaliar produto si , vez chegar ontem . loja sempre primeiro opção ."
5,Excelente Parabens entregue bem antes do prazo estipulado,2018-07-03 00:00:00,1,excelente parabem entregar bem antes prazo estipular
5,"Excelente loja, ocorreu tudo certo e recebi o produto até antes do prazo.
100% recomendo.",2018-01-20 00:00:00,1,"excelente loja , ocorrer tudo certo recebir produto antes prazo . 100 % recomer ."
5,Recomendo,2017-03-23 00:00:00,1,recomer
5,"Ótimo produto, superou minhas expectativas. ",2018-05-12 00:00:00,1,"bom produto , superar expectativa ."
1,Tive problemas mandei email para devolver a lannister disse que eu receberia retorno da targaryen em 48 hrs e ja se passaram 3 dias e nada ainda.,2018-02-20 00:00:00,0,problema mandar email devolver lannister dizer receberia retorno targaryen 48 hrs ja passar 3 dia nada ainda .
1,"Faz dois dias que o prazo da entrega venceu e o produto ainda não chegou, inclusive já foi pago parcela no cartão de crédito.",2018-04-12 00:00:00,0,"fazer dois dia prazo entrega vencer produto ainda não chegar , inclusive pagar parcela cartão crédito ."
1,"Comprei gato por lebre após uma semana da comprar entro em contato alterado a cor 
 Que arrependimento produto com origem dividosa e triste saber que Américas tem fornecedores péssimo .",2017-12-13 00:00:00,0,comprar gato lebre após semana comprar entro contato alterar cor arrependimento produto origem dividoso tristir saber américa fornecedor péssimo .
5,muito bom,2018-07-12 00:00:00,1,bom
5,Foi tudo perfeito e o produto é ótimo ,2017-09-27 00:00:00,1,tudo perfeito produto ótimo
5,Recebido e antes do prazo...,2018-03-28 00:00:00,1,receber antes prazo ...
5,"A compra foi entregue com 18 dias de antecedência, muito bom comprar pelo site da lannister",2017-08-30 00:00:00,1,"compra entregar 18 dia antecedêncer , bom comprar site lannister"
5,Beleza Jóia !!! ,2018-04-14 00:00:00,1,beleza jóia ! ! !
1,"O produto tinha data prevista para o dia 30/04 até agora não foi recebido e nenhuma ligação da responsável pela entrega. Nenhum email, nada. Estou no aguardo! Ainda tenho esperanças de receber.",2018-05-02 00:00:00,0,"produto data prever dia 30/04 agora não receber nenhum ligação responsável entregar . nenhum email , nada . aguardo ! ainda esperança receber ."
1,Simplesmente horrível o produto ,2018-05-17 00:00:00,0,simplesmente horrível produto
1,"ao realizar a compra de uma cortina tecido blackoute conforme foto do anuncio, e recebi uma cortina de plastico, nada parecido com a foto do anuncio, sempre comprei na baratheon e isso nunca aconteceu",2018-05-11 00:00:00,0,"realizar compra cortina tecer blackoute conforme foto anuncio , recebir cortina plastico , nada parecer foto anuncio , sempre comprar baratheon nunca acontecer"
1,Vocês me enviaram faltando 3 cortinas. E agora?,2018-03-24 00:00:00,0,enviar faltar 3 cortina . agora ?
5,"Muito bonita,material resistente,acetinado,coube perfeitamente na minha janela,amei!",2018-04-19 00:00:00,1,"bonito , material resistente , acetinar , caber perfeitamente janela , ameir !"
1,Material totalmente ruim e diferente da foto quero saber como fazer a troca,2018-05-15 00:00:00,0,material totalmente ruim diferente foto querer saber fazer troca
5,Ok,2017-09-19 00:00:00,1,ok
1,Pedi a devolução do dinheiro e mesmo assim enviaram o produto. abri reclamação e estou aguardando próximos passos.,2017-12-20 00:00:00,0,pedir devolução dinheiro assim enviar produto . abri reclamaçãor aguardar próximo passo .
1,Paguei e não vi o produto até agora. Depois de um mês de espera recebi um e-mail dos correios dizendo que não haviam recebido o produto. Pedi o cancelamento e não vi o dinheiro até agora.,2018-03-28 00:00:00,0,paguei não ver produto agora . mês esperar recebi e-mail correio dizer não haver receber produto . pedir cancelamento não ver dinheiro agora .
5,"Entrega antes do prazo, e não espero pela próxima compra ... ",2018-07-21 00:00:00,1,"entregar antes prazo , não esperar próximo compra ..."
5,Produto muito bom. Meu au..au.. e que ta adorando. kkkkk,2017-08-18 00:00:00,1,produto bom . au .. au .. ta adorar . kkkkk
5,"Produto entregue antes do prazo, atendeu minhas expectativas, recomendo.",2017-12-06 00:00:00,1,"produto entregar antes prazo , atender expectativa , recomer ."
5,Valeu,2018-08-16 00:00:00,1,valer
5,"recebi dentro do prazo previsto, muito bom",2018-04-20 00:00:00,1,"recebir dentro prazo previsto , bom"
5,"Pena que chegou, depois que sai em viagem",2018-02-01 00:00:00,1,"pena chegar , sair viagem"
1,Empresa parceira não tem o mesmo comprometimento que a loja!!!,2018-04-06 00:00:00,0,empresa parceiro não comprometimento loja ! ! !
5,Recomendo este vendedor !! Pessoa muito séria . Vou voltar a comprar com ele . Entrega antes do prazo .,2018-04-03 00:00:00,1,recomendo vendedor ! ! pessoa sério . ir voltar comprar . entregar antes prazo .
5,"
SIM, Muito recomendo essa loja. Até agora tudo o que eu procurei encontrei nas lojas lannister. E a entrega é bem rápida.",2018-04-03 00:00:00,1,"sim , recomendar loja . agora tudo procur encontrei loja lannister . entregar bem rápido ."
1,Não emito.,2018-02-25 00:00:00,0,não emitar .
5,"Loja excelente, entrega rápida e sem problemas. Recomendo!!",2018-03-20 00:00:00,1,"loja excelente , entregar rápido problema . recomendar ! !"
5,OTIMO,2017-02-04 00:00:00,1,otimo
5,"Recebi meu produto antes do previsto!!!
Obrigada ",2017-04-18 00:00:00,1,recebir produto antes prever ! ! ! obrigar
1,"Dwmorou demais e ficou tendo problemas fiz outras compras no mesmo dia e chegou rapido
",2017-06-03 00:00:00,0,dwmorar demais ficar ter problema fiz outro compra dia chegar rapir
5,Ok,2018-08-29 00:00:00,1,ok
5,PRODUTO ENTREGUE ANTES DO PRAZO.,2017-12-30 00:00:00,1,produto entregar antes prazo .
5,"Produto em perfeita ordem , me atendeu da maneira que eu esperava!",2018-04-04 00:00:00,1,"produto perfazer ordem , atender maneira esperar !"
5,Lindo!!!,2018-08-07 00:00:00,1,lir ! ! !
5,"MUITO BOM, ENCOMENDA CHEGOU CERTINHA",2017-05-14 00:00:00,1,"bom , encomenda chegar certinha"
1,Produto entregue foi totalmente diferente do pedido,2018-04-13 00:00:00,0,produto entregar totalmente diferente pedir
5,Tudo certo ,2018-07-29 00:00:00,1,tudo certo
5,Gostei nada a reclamar ,2018-05-23 00:00:00,1,gostar nada reclamar
5,Produto entregue antes do prazo e em perfeito estado . ,2017-03-04 00:00:00,1,produto entregar antes prazo perfeito estar .
1,"Entregue apenas o bebê conforto , falta o carrinho de bebê e a base.",2018-03-10 00:00:00,0,"entregar apenas bebê conforto , faltar carrinho bebê base ."
5,Creme maravilhoso e entrega super rápida,2018-05-10 00:00:00,1,creme maravilhoso entregar super rápir
5,"Perfume excelente! A loja, super recomendo!",2017-11-30 00:00:00,1,"perfume excelente ! loja , super recomendar !"
5,eu recomendo produto muito bom.,2018-06-07 00:00:00,1,recomendar produto bom .
5,Linda! ,2018-08-04 00:00:00,1,linda !
5,Muito bom ,2017-06-06 00:00:00,1,bom
1,"produto nao é o q eu queria, nao tem selo do imetro e nao é original, nao gostei mesmo, arrependido",2017-06-30 00:00:00,0,"produto naoer q querer , nao selo imetro nao original , nao gostar , arrepender"
5,nunca tive problema,2017-06-01 00:00:00,1,nunca problema
5,chegou tudo certo muito boa a maquina ,2017-06-06 00:00:00,1,chegar tudo certo bom maquina
5,Entregue antes do prazo pre-determinado. Excelente,2018-01-19 00:00:00,1,entregar antes prazo pre-determinado . excelente
5,Ótimo produto minha filha adorou!,2017-10-11 00:00:00,1,bom produto filha adorar !
5,"ate agora tudo perfeito, produto e entrega no prazo",2018-08-16 00:00:00,1,"ate agora tudo perfeito , produto entregar prazo"
5,"Produto maravilhoso ...
Sem contar o cheiro que é muito bom..
Recebi antes do prazo",2018-03-09 00:00:00,1,produto maravilhoso ... contar cheiro bom .. recebir antes prazo
1,"Até no momento ninguém entrou em contato sobre o produto, não consigo rastrear o mesmo!",2018-03-29 00:00:00,0,"momento ninguém entrar contato sobre produto , não consigir rastrear !"
5,Entrega a menos de uma semana. O produto é maravilhoso.,2018-01-12 00:00:00,1,entregar menos semana . produto maravilhoso .
5,Chegou em 4 dias super recomendo,2018-05-08 00:00:00,1,chegar 4 dia super recomer
5,serviço rápido e eficiente.,2018-06-16 00:00:00,1,serviço rápido eficiente .
5,Entrega antes do prazo estabelecido,2018-05-05 00:00:00,1,entregar antes prazo estabelecer
5,"Fui muito bem atendida, recomendo, entrega no prazo . Vou continuar comprando nesta loja. Sempre com boas promoções.
",2018-06-21 00:00:00,1,"bem atendido , recomer , entregar prazo . ir continuar comprar em este loja . sempre bom promoção ."
5,otima,2018-04-13 00:00:00,1,otimar
1,"Mudo minha opinião assim que receber o produto.
Consta no site que o produto foi entregue, mas não recebi.",2018-05-19 00:00:00,0,"mudo opinião assim receber produto . constar site produto entregar , não recebir ."
5,Entrgou no prazo. O produto é bom ,2018-05-17 00:00:00,1,entrgar prazo . produto bom
5,Produto conforme anunciado e entrega rápida.,2018-08-30 00:00:00,1,produto conforme anunciar entregar rápido .
